,LA_code,LA_name,GI_code,GI_categories,Religion_code,Religion_categories,Observation,Group_Percentages_No religion,Total_LA_counts,No religion_%,Religion_code_Christian,Religion_categories_Christian,Observation_Christian,Group_Percentages_Christian,Total_LA_counts_Christian,Christian_%,Religion_code_Muslim,Religion_categories_Muslim,Observation_Muslim,Group_Percentages_Muslim,Total_LA_counts_Muslim,Muslim_%,Religion_code_Other,Religion_categories_Other,Observation_Other,Group_Percentages_Other,Total_LA_counts_Other,Other_%,Religion_code_Buddhist,Religion_categories_Buddhist,Observation_Buddhist,Group_Percentages_Buddhist,Total_LA_counts_Buddhist,Buddhist_%,Religion_code_Jewish,Religion_categories_Jewish,Observation_Jewish,Group_Percentages_Jewish,Total_LA_counts_Jewish,Jewish_%,Religion_code_Hindu,Religion_categories_Hindu,Observation_Hindu,Group_Percentages_Hindu,Total_LA_counts_Hindu,Hindu_%,Religion_code_Sikh,Religion_categories_Sikh,Observation_Sikh,Group_Percentages_Sikh,Total_LA_counts_Sikh,Sikh_%
133,E07000112,Folkestone and Hythe,3,Not answered,1,No religion,1057,1.22,86452,41.19,2,Christian,1351,1.56,86452,53.97,6,Muslim,55,0.06,86452,0.9299999999999999,8,Other religion,63,0.07,86452,1.05,3,Buddhist,72,0.08,86452,1.08,5,Jewish,5,0.01,86452,1.05,4,Hindu,94,0.11,86452,1.05,7,Sikh,4,0.0,86452,1.05
134,E07000113,Swale,3,Not answered,1,No religion,1452,1.25,115793,44.12,2,Christian,1888,1.63,115793,53.38,6,Muslim,95,0.08,115793,1.0,8,Other religion,33,0.03,115793,0.54,3,Buddhist,19,0.02,115793,0.33,5,Jewish,7,0.01,115793,0.54,4,Hindu,34,0.03,115793,0.54,7,Sikh,5,0.0,115793,0.54
135,E07000114,Thanet,3,Not answered,1,No religion,1601,1.47,108952,43.81,2,Christian,1857,1.7,108952,52.75000000000001,6,Muslim,114,0.1,108952,1.32,8,Other religion,68,0.06,108952,0.73,3,Buddhist,29,0.03,108952,0.52,5,Jewish,13,0.01,108952,0.73,4,Hindu,43,0.04,108952,0.73,7,Sikh,7,0.01,108952,0.73
136,E07000115,Tonbridge and Malling,3,Not answered,1,No religion,1117,1.12,99825,42.55,2,Christian,1441,1.44,99825,54.42,6,Muslim,54,0.05,99825,0.9500000000000001,8,Other religion,28,0.03,99825,0.47,3,Buddhist,16,0.02,99825,0.4,5,Jewish,5,0.01,99825,0.47,4,Hindu,74,0.07,99825,0.47,7,Sikh,5,0.01,99825,0.47
137,E07000116,Tunbridge Wells,3,Not answered,1,No religion,1038,1.19,86912,41.25,2,Christian,1515,1.74,86912,54.970000000000006,6,Muslim,95,0.11,86912,1.52,8,Other religion,37,0.04,86912,0.5700000000000001,3,Buddhist,13,0.01,86912,0.51,5,Jewish,9,0.01,86912,0.5700000000000001,4,Hindu,34,0.04,86912,0.5700000000000001,7,Sikh,4,0.0,86912,0.5700000000000001
138,E07000117,Burnley,3,Not answered,1,No religion,863,1.21,71136,32.19,2,Christian,1333,1.87,71136,54.23,6,Muslim,890,1.25,71136,12.520000000000001,8,Other religion,34,0.05,71136,0.46,3,Buddhist,13,0.02,71136,0.29000000000000004,5,Jewish,2,0.0,71136,0.46,4,Hindu,7,0.01,71136,0.46,7,Sikh,0,0.0,71136,0.46
139,E07000118,Chorley,3,Not answered,1,No religion,775,0.85,91517,31.24,2,Christian,1527,1.67,91517,66.24,6,Muslim,85,0.09,91517,1.27,8,Other religion,40,0.04,91517,0.55,3,Buddhist,16,0.02,91517,0.30000000000000004,5,Jewish,4,0.0,91517,0.55,4,Hindu,10,0.01,91517,0.55,7,Sikh,2,0.0,91517,0.55
140,E07000119,Fylde,3,Not answered,1,No religion,633,0.96,65852,31.14,2,Christian,1114,1.69,65852,66.58,6,Muslim,21,0.03,65852,0.66,8,Other religion,16,0.02,65852,0.44,3,Buddhist,19,0.03,65852,0.39,5,Jewish,7,0.01,65852,0.44,4,Hindu,2,0.0,65852,0.44,7,Sikh,0,0.0,65852,0.44
141,E07000120,Hyndburn,3,Not answered,1,No religion,671,1.08,62324,29.36,2,Christian,1104,1.77,62324,56.89,6,Muslim,736,1.18,62324,12.82,8,Other religion,21,0.03,62324,0.51,3,Buddhist,9,0.01,62324,0.22,5,Jewish,1,0.0,62324,0.51,4,Hindu,7,0.01,62324,0.51,7,Sikh,0,0.0,62324,0.51
142,E07000121,Lancaster,3,Not answered,1,No religion,1360,1.22,111811,39.55,2,Christian,1874,1.68,111811,56.85,6,Muslim,150,0.13,111811,1.7400000000000002,8,Other religion,52,0.05,111811,0.6900000000000001,3,Buddhist,26,0.02,111811,0.51,5,Jewish,3,0.0,111811,0.6900000000000001,4,Hindu,15,0.01,111811,0.6900000000000001,7,Sikh,12,0.01,111811,0.6900000000000001
143,E07000122,Pendle,3,Not answered,1,No religion,764,1.07,71271,30.32,2,Christian,1171,1.64,71271,45.28,6,Muslim,1743,2.45,71271,23.46,8,Other religion,31,0.04,71271,0.48,3,Buddhist,13,0.02,71271,0.31000000000000005,5,Jewish,3,0.0,71271,0.48,4,Hindu,2,0.0,71271,0.48,7,Sikh,5,0.01,71271,0.48
144,E07000123,Preston,3,Not answered,1,No religion,1045,0.93,112166,27.29,2,Christian,2039,1.82,112166,52.67,6,Muslim,1400,1.25,112166,14.99,8,Other religion,49,0.04,112166,0.51,3,Buddhist,28,0.02,112166,0.36000000000000004,5,Jewish,6,0.01,112166,0.51,4,Hindu,182,0.16,112166,0.51,7,Sikh,41,0.04,112166,0.51
145,E07000124,Ribble Valley,3,Not answered,1,No religion,360,0.74,48866,26.859999999999996,2,Christian,851,1.74,48866,71.03999999999999,6,Muslim,36,0.07,48866,1.1500000000000001,8,Other religion,3,0.01,48866,0.31,3,Buddhist,5,0.01,48866,0.26,5,Jewish,0,0.0,48866,0.31,4,Hindu,5,0.01,48866,0.31,7,Sikh,1,0.0,48866,0.31
146,E07000125,Rossendale,3,Not answered,1,No religion,645,1.19,54391,39.709999999999994,2,Christian,873,1.61,54391,54.73,6,Muslim,203,0.37,54391,4.39,8,Other religion,21,0.04,54391,0.56,3,Buddhist,8,0.01,54391,0.3,5,Jewish,2,0.0,54391,0.56,4,Hindu,3,0.01,54391,0.56,7,Sikh,1,0.0,54391,0.56
147,E07000126,South Ribble,3,Not answered,1,No religion,803,0.92,87018,30.79,2,Christian,1365,1.57,87018,66.83999999999999,6,Muslim,38,0.04,87018,0.8300000000000001,8,Other religion,26,0.03,87018,0.41000000000000003,3,Buddhist,12,0.01,87018,0.25,5,Jewish,1,0.0,87018,0.41000000000000003,4,Hindu,22,0.03,87018,0.41000000000000003,7,Sikh,1,0.0,87018,0.41000000000000003
148,E07000127,West Lancashire,3,Not answered,1,No religion,901,0.97,92823,31.47,2,Christian,1674,1.8,92823,67.1,6,Muslim,24,0.03,92823,0.43000000000000005,8,Other religion,23,0.02,92823,0.37000000000000005,3,Buddhist,11,0.01,92823,0.26,5,Jewish,1,0.0,92823,0.37000000000000005,4,Hindu,9,0.01,92823,0.37000000000000005,7,Sikh,11,0.01,92823,0.37000000000000005
149,E07000128,Wyre,3,Not answered,1,No religion,882,0.98,89649,32.75,2,Christian,1634,1.82,89649,65.80999999999999,6,Muslim,25,0.03,89649,0.37,8,Other religion,29,0.03,89649,0.5,3,Buddhist,15,0.02,89649,0.32,5,Jewish,4,0.0,89649,0.5,4,Hindu,4,0.0,89649,0.5,7,Sikh,0,0.0,89649,0.5
150,E07000129,Blaby,3,Not answered,1,No religion,814,1.03,79331,41.78,2,Christian,1203,1.52,79331,49.43,6,Muslim,61,0.08,79331,1.25,8,Other religion,17,0.02,79331,0.43000000000000005,3,Buddhist,13,0.02,79331,0.30000000000000004,5,Jewish,2,0.0,79331,0.43000000000000005,4,Hindu,136,0.17,79331,0.43000000000000005,7,Sikh,105,0.13,79331,0.43000000000000005
151,E07000130,Charnwood,3,Not answered,1,No religion,1657,1.15,143929,41.23,2,Christian,1953,1.36,143929,46.69,6,Muslim,244,0.17,143929,2.79,8,Other religion,68,0.05,143929,0.6100000000000001,3,Buddhist,19,0.01,143929,0.4,5,Jewish,8,0.01,143929,0.6100000000000001,4,Hindu,558,0.39,143929,0.6100000000000001,7,Sikh,40,0.03,143929,0.6100000000000001
152,E07000131,Harborough,3,Not answered,1,No religion,771,1.01,76240,38.44,2,Christian,1207,1.58,76240,55.620000000000005,6,Muslim,54,0.07,76240,1.05,8,Other religion,14,0.02,76240,0.45,3,Buddhist,15,0.02,76240,0.29000000000000004,5,Jewish,3,0.0,76240,0.45,4,Hindu,79,0.1,76240,0.45,7,Sikh,52,0.07,76240,0.45
153,E07000132,Hinckley and Bosworth,3,Not answered,1,No religion,998,1.12,89109,40.709999999999994,2,Christian,1401,1.57,89109,56.04,6,Muslim,38,0.04,89109,0.63,8,Other religion,24,0.03,89109,0.5700000000000001,3,Buddhist,10,0.01,89109,0.28,5,Jewish,0,0.0,89109,0.5700000000000001,4,Hindu,46,0.05,89109,0.5700000000000001,7,Sikh,27,0.03,89109,0.5700000000000001
154,E07000133,Melton,3,Not answered,1,No religion,469,1.15,40643,38.68,2,Christian,734,1.81,40643,59.730000000000004,6,Muslim,7,0.02,40643,0.24,8,Other religion,15,0.04,40643,0.42,3,Buddhist,8,0.02,40643,0.32,5,Jewish,1,0.0,40643,0.42,4,Hindu,7,0.02,40643,0.42,7,Sikh,4,0.01,40643,0.42
155,E07000134,North West Leicestershire,3,Not answered,1,No religion,1028,1.26,81889,43.29,2,Christian,1438,1.76,81889,54.739999999999995,6,Muslim,28,0.03,81889,0.35,8,Other religion,33,0.04,81889,0.54,3,Buddhist,7,0.01,81889,0.26,5,Jewish,1,0.0,81889,0.54,4,Hindu,20,0.02,81889,0.54,7,Sikh,7,0.01,81889,0.54
156,E07000135,Oadby and Wigston,3,Not answered,1,No religion,424,0.95,44634,30.33,2,Christian,636,1.42,44634,40.17,6,Muslim,231,0.52,44634,9.91,8,Other religion,26,0.06,44634,0.6499999999999999,3,Buddhist,7,0.02,44634,0.35000000000000003,5,Jewish,4,0.01,44634,0.6499999999999999,4,Hindu,232,0.52,44634,0.6499999999999999,7,Sikh,164,0.37,44634,0.6499999999999999
157,E07000136,Boston,3,Not answered,1,No religion,925,1.71,53985,30.77,2,Christian,2491,4.61,53985,66.7,6,Muslim,45,0.08,53985,1.28,8,Other religion,19,0.04,53985,0.48,3,Buddhist,10,0.02,53985,0.28,5,Jewish,3,0.01,53985,0.48,4,Hindu,10,0.02,53985,0.48,7,Sikh,1,0.0,53985,0.48
158,E07000137,East Lindsey,3,Not answered,1,No religion,1624,1.42,114146,37.64,2,Christian,2889,2.53,114146,60.940000000000005,6,Muslim,27,0.02,114146,0.32,8,Other religion,36,0.03,114146,0.5800000000000001,3,Buddhist,19,0.02,114146,0.27,5,Jewish,5,0.0,114146,0.5800000000000001,4,Hindu,14,0.01,114146,0.5800000000000001,7,Sikh,1,0.0,114146,0.5800000000000001
159,E07000138,Lincoln,3,Not answered,1,No religion,1304,1.61,80809,48.94,2,Christian,1538,1.9,80809,47.4,6,Muslim,115,0.14,80809,1.6099999999999999,8,Other religion,59,0.07,80809,0.9200000000000002,3,Buddhist,20,0.02,80809,0.42000000000000004,5,Jewish,10,0.01,80809,0.9200000000000002,4,Hindu,21,0.03,80809,0.9200000000000002,7,Sikh,4,0.0,80809,0.9200000000000002
160,E07000139,North Kesteven,3,Not answered,1,No religion,1073,1.16,92681,38.61,2,Christian,1578,1.7,92681,59.88,6,Muslim,25,0.03,92681,0.41000000000000003,8,Other religion,17,0.02,92681,0.53,3,Buddhist,3,0.0,92681,0.21000000000000002,5,Jewish,2,0.0,92681,0.53,4,Hindu,16,0.02,92681,0.53,7,Sikh,1,0.0,92681,0.53
161,E07000140,South Holland,3,Not answered,1,No religion,977,1.32,73949,32.66,2,Christian,2580,3.49,73949,65.75,6,Muslim,24,0.03,73949,0.43000000000000005,8,Other religion,26,0.04,73949,0.52,3,Buddhist,11,0.01,73949,0.2,5,Jewish,2,0.0,73949,0.52,4,Hindu,9,0.01,73949,0.52,7,Sikh,3,0.0,73949,0.52
162,E07000141,South Kesteven,3,Not answered,1,No religion,1140,1.02,111489,36.88,2,Christian,2209,1.98,111489,61.15,6,Muslim,35,0.03,111489,0.44999999999999996,8,Other religion,46,0.04,111489,0.47,3,Buddhist,22,0.02,111489,0.30000000000000004,5,Jewish,2,0.0,111489,0.47,4,Hindu,21,0.02,111489,0.47,7,Sikh,2,0.0,111489,0.47
163,E07000142,West Lindsey,3,Not answered,1,No religion,835,1.12,74716,37.08,2,Christian,1291,1.73,74716,61.17999999999999,6,Muslim,18,0.02,74716,0.36000000000000004,8,Other religion,15,0.02,74716,0.61,3,Buddhist,13,0.02,74716,0.27,5,Jewish,1,0.0,74716,0.61,4,Hindu,15,0.02,74716,0.61,7,Sikh,0,0.0,74716,0.61
164,E07000143,Breckland,3,Not answered,1,No religion,1507,1.36,110679,41.48,2,Christian,2494,2.25,110679,56.730000000000004,6,Muslim,47,0.04,110679,0.45999999999999996,8,Other religion,91,0.08,110679,0.6699999999999999,3,Buddhist,19,0.02,110679,0.34,5,Jewish,6,0.01,110679,0.6699999999999999,4,Hindu,9,0.01,110679,0.6699999999999999,7,Sikh,7,0.01,110679,0.6699999999999999
165,E07000144,Broadland,3,Not answered,1,No religion,1137,1.09,103888,43.800000000000004,2,Christian,1673,1.61,103888,54.370000000000005,6,Muslim,35,0.03,103888,0.44999999999999996,8,Other religion,47,0.05,103888,0.53,3,Buddhist,18,0.02,103888,0.35000000000000003,5,Jewish,6,0.01,103888,0.53,4,Hindu,14,0.01,103888,0.53,7,Sikh,0,0.0,103888,0.53
166,E07000145,Great Yarmouth,3,Not answered,1,No religion,1213,1.56,77711,44.02,2,Christian,1828,2.35,77711,53.879999999999995,6,Muslim,41,0.05,77711,0.66,8,Other religion,25,0.03,77711,0.65,3,Buddhist,11,0.01,77711,0.32,5,Jewish,6,0.01,77711,0.65,4,Hindu,14,0.02,77711,0.65,7,Sikh,1,0.0,77711,0.65
167,E07000146,King's Lynn and West Norfolk,3,Not answered,1,No religion,1707,1.41,120964,38.809999999999995,2,Christian,2965,2.45,120964,59.230000000000004,6,Muslim,48,0.04,120964,0.5,8,Other religion,64,0.05,120964,0.6200000000000001,3,Buddhist,24,0.02,120964,0.36000000000000004,5,Jewish,9,0.01,120964,0.6200000000000001,4,Hindu,18,0.01,120964,0.6200000000000001,7,Sikh,1,0.0,120964,0.6200000000000001
168,E07000147,North Norfolk,3,Not answered,1,No religion,1143,1.37,83416,38.95,2,Christian,1968,2.36,83416,59.480000000000004,6,Muslim,10,0.01,83416,0.17,8,Other religion,60,0.07,83416,0.73,3,Buddhist,36,0.04,83416,0.42,5,Jewish,7,0.01,83416,0.73,4,Hindu,0,0.0,83416,0.73,7,Sikh,0,0.0,83416,0.73
169,E07000148,Norwich,3,Not answered,1,No religion,2075,1.84,112675,55.92,2,Christian,1759,1.56,112675,37.92,6,Muslim,278,0.25,112675,2.63,8,Other religion,87,0.08,112675,1.08,3,Buddhist,47,0.04,112675,0.8200000000000001,5,Jewish,20,0.02,112675,1.08,4,Hindu,71,0.06,112675,1.08,7,Sikh,0,0.0,112675,1.08
170,E07000149,South Norfolk,3,Not answered,1,No religion,1251,1.13,110227,44.2,2,Christian,1779,1.61,110227,53.73,6,Muslim,33,0.03,110227,0.52,8,Other religion,41,0.04,110227,0.56,3,Buddhist,22,0.02,110227,0.42000000000000004,5,Jewish,6,0.01,110227,0.56,4,Hindu,25,0.02,110227,0.56,7,Sikh,1,0.0,110227,0.56
171,E07000163,Craven,3,Not answered,1,No religion,511,1.12,45652,38.51,2,Christian,766,1.68,45652,59.46,6,Muslim,37,0.08,45652,0.9299999999999999,8,Other religion,15,0.03,45652,0.5,3,Buddhist,5,0.01,45652,0.27,5,Jewish,1,0.0,45652,0.5,4,Hindu,5,0.01,45652,0.5,7,Sikh,1,0.0,45652,0.5
172,E07000164,Hambleton,3,Not answered,1,No religion,684,0.94,72899,33.739999999999995,2,Christian,1391,1.91,72899,65.17,6,Muslim,18,0.02,72899,0.19999999999999998,8,Other religion,21,0.03,72899,0.42000000000000004,3,Buddhist,9,0.01,72899,0.24000000000000002,5,Jewish,2,0.0,72899,0.42000000000000004,4,Hindu,6,0.01,72899,0.42000000000000004,7,Sikh,0,0.0,72899,0.42000000000000004
173,E07000165,Harrogate,3,Not answered,1,No religion,1353,1.07,126877,37.1,2,Christian,2107,1.66,126877,60.949999999999996,6,Muslim,46,0.04,126877,0.52,8,Other religion,44,0.03,126877,0.48,3,Buddhist,25,0.02,126877,0.37,5,Jewish,8,0.01,126877,0.48,4,Hindu,10,0.01,126877,0.48,7,Sikh,4,0.0,126877,0.48
174,E07000166,Richmondshire,3,Not answered,1,No religion,429,1.08,39684,35.33,2,Christian,687,1.73,39684,60.72,6,Muslim,0,0.0,39684,0.22,8,Other religion,13,0.03,39684,0.8400000000000001,3,Buddhist,33,0.08,39684,1.1,5,Jewish,1,0.0,39684,0.8400000000000001,4,Hindu,33,0.08,39684,0.8400000000000001,7,Sikh,3,0.01,39684,0.8400000000000001
175,E07000167,Ryedale,3,Not answered,1,No religion,409,0.94,43624,34.03,2,Christian,901,2.07,43624,64.8,6,Muslim,19,0.04,43624,0.27999999999999997,8,Other religion,10,0.02,43624,0.49000000000000005,3,Buddhist,1,0.0,43624,0.25,5,Jewish,4,0.01,43624,0.49000000000000005,4,Hindu,1,0.0,43624,0.49000000000000005,7,Sikh,0,0.0,43624,0.49000000000000005
176,E07000168,Scarborough,3,Not answered,1,No religion,1198,1.38,86626,38.830000000000005,2,Christian,1755,2.03,86626,59.370000000000005,6,Muslim,32,0.04,86626,0.5900000000000001,8,Other religion,46,0.05,86626,0.6000000000000001,3,Buddhist,13,0.02,86626,0.39,5,Jewish,4,0.0,86626,0.6000000000000001,4,Hindu,4,0.0,86626,0.6000000000000001,7,Sikh,0,0.0,86626,0.6000000000000001
177,E07000169,Selby,3,Not answered,1,No religion,722,1.01,71565,38.15,2,Christian,1078,1.51,71565,60.559999999999995,6,Muslim,7,0.01,71565,0.22,8,Other religion,23,0.03,71565,0.49,3,Buddhist,5,0.01,71565,0.23,5,Jewish,2,0.0,71565,0.49,4,Hindu,2,0.0,71565,0.49,7,Sikh,4,0.01,71565,0.49
178,E07000170,Ashfield,3,Not answered,1,No religion,1616,1.67,96860,49.5,2,Christian,1814,1.87,96860,48.56,6,Muslim,47,0.05,96860,0.54,8,Other religion,34,0.04,96860,0.5800000000000001,3,Buddhist,26,0.03,96860,0.24,5,Jewish,3,0.0,96860,0.5800000000000001,4,Hindu,22,0.02,96860,0.5800000000000001,7,Sikh,15,0.02,96860,0.5800000000000001
179,E07000171,Bassetlaw,3,Not answered,1,No religion,1091,1.18,92131,36.45,2,Christian,2079,2.26,92131,61.8,6,Muslim,47,0.05,92131,0.5900000000000001,8,Other religion,32,0.03,92131,0.47,3,Buddhist,12,0.01,92131,0.25,5,Jewish,2,0.0,92131,0.47,4,Hindu,11,0.01,92131,0.47,7,Sikh,8,0.01,92131,0.47
180,E07000172,Broxtowe,3,Not answered,1,No religion,1195,1.37,87345,46.95,2,Christian,1198,1.37,87345,47.67,6,Muslim,85,0.1,87345,2.09,8,Other religion,32,0.04,87345,0.5800000000000001,3,Buddhist,12,0.01,87345,0.48,5,Jewish,4,0.0,87345,0.5800000000000001,4,Hindu,45,0.05,87345,0.5800000000000001,7,Sikh,41,0.05,87345,0.5800000000000001
181,E07000173,Gedling,3,Not answered,1,No religion,1168,1.28,91280,47.650000000000006,2,Christian,1352,1.48,91280,47.97,6,Muslim,120,0.13,91280,1.9300000000000002,8,Other religion,47,0.05,91280,0.54,3,Buddhist,12,0.01,91280,0.36,5,Jewish,3,0.0,91280,0.54,4,Hindu,20,0.02,91280,0.54,7,Sikh,40,0.04,91280,0.54
182,E07000174,Mansfield,3,Not answered,1,No religion,1248,1.46,85403,44.57,2,Christian,1751,2.05,85403,52.99999999999999,6,Muslim,46,0.05,85403,0.9500000000000001,8,Other religion,32,0.04,85403,0.54,3,Buddhist,9,0.01,85403,0.31,5,Jewish,2,0.0,85403,0.54,4,Hindu,23,0.03,85403,0.54,7,Sikh,17,0.02,85403,0.54
183,E07000175,Newark and Sherwood,3,Not answered,1,No religion,1200,1.25,96237,40.519999999999996,2,Christian,1878,1.95,96237,57.660000000000004,6,Muslim,53,0.06,96237,0.6200000000000001,8,Other religion,26,0.03,96237,0.51,3,Buddhist,13,0.01,96237,0.27,5,Jewish,2,0.0,96237,0.51,4,Hindu,7,0.01,96237,0.51,7,Sikh,10,0.01,96237,0.51
184,E07000176,Rushcliffe,3,Not answered,1,No religion,996,1.08,92415,44.66,2,Christian,1172,1.27,92415,49.550000000000004,6,Muslim,101,0.11,92415,2.06,8,Other religion,22,0.02,92415,0.56,3,Buddhist,20,0.02,92415,0.4,5,Jewish,6,0.01,92415,0.56,4,Hindu,62,0.07,92415,0.56,7,Sikh,34,0.04,92415,0.56
185,E07000177,Cherwell,3,Not answered,1,No religion,1451,1.18,123000,38.54,2,Christian,2261,1.84,123000,55.95,6,Muslim,249,0.2,123000,2.9200000000000004,8,Other religion,58,0.05,123000,0.6200000000000001,3,Buddhist,50,0.04,123000,0.65,5,Jewish,4,0.0,123000,0.6200000000000001,4,Hindu,40,0.03,123000,0.6200000000000001,7,Sikh,18,0.01,123000,0.6200000000000001
186,E07000178,Oxford,3,Not answered,1,No religion,2067,1.68,122917,43.809999999999995,2,Christian,1979,1.61,122917,43.18,6,Muslim,891,0.72,122917,8.040000000000001,8,Other religion,112,0.09,122917,1.1,3,Buddhist,31,0.03,122917,0.89,5,Jewish,34,0.03,122917,1.1,4,Hindu,78,0.06,122917,1.1,7,Sikh,9,0.01,122917,1.1
187,E07000179,South Oxfordshire,3,Not answered,1,No religion,1351,1.18,114526,41.67,2,Christian,1847,1.61,114526,55.2,6,Muslim,81,0.07,114526,0.94,8,Other religion,56,0.05,114526,0.54,3,Buddhist,19,0.02,114526,0.5,5,Jewish,8,0.01,114526,0.54,4,Hindu,45,0.04,114526,0.54,7,Sikh,9,0.01,114526,0.54
188,E07000180,Vale of White Horse,3,Not answered,1,No religion,1290,1.22,105939,42.11,2,Christian,1650,1.56,105939,54.190000000000005,6,Muslim,98,0.09,105939,1.26,8,Other religion,43,0.04,105939,0.5800000000000001,3,Buddhist,36,0.03,105939,0.61,5,Jewish,17,0.02,105939,0.5800000000000001,4,Hindu,41,0.04,105939,0.5800000000000001,7,Sikh,7,0.01,105939,0.5800000000000001
189,E07000181,West Oxfordshire,3,Not answered,1,No religion,918,1.04,88615,40.699999999999996,2,Christian,1405,1.59,88615,57.120000000000005,6,Muslim,48,0.05,88615,0.6000000000000001,8,Other religion,32,0.04,88615,0.63,3,Buddhist,14,0.02,88615,0.46,5,Jewish,3,0.0,88615,0.63,4,Hindu,9,0.01,88615,0.63,7,Sikh,2,0.0,88615,0.63
190,E07000187,Mendip,3,Not answered,1,No religion,1355,1.51,89663,43.76,2,Christian,1547,1.73,89663,53.559999999999995,6,Muslim,12,0.01,89663,0.27,8,Other religion,97,0.11,89663,1.4900000000000002,3,Buddhist,31,0.03,89663,0.61,5,Jewish,3,0.0,89663,1.4900000000000002,4,Hindu,6,0.01,89663,1.4900000000000002,7,Sikh,5,0.01,89663,1.4900000000000002
191,E07000188,Sedgemoor,3,Not answered,1,No religion,1224,1.26,97364,41.449999999999996,2,Christian,1951,2.0,97364,56.89,6,Muslim,35,0.04,97364,0.45,8,Other religion,31,0.03,97364,0.66,3,Buddhist,12,0.01,97364,0.29000000000000004,5,Jewish,3,0.0,97364,0.66,4,Hindu,9,0.01,97364,0.66,7,Sikh,1,0.0,97364,0.66
192,E07000189,South Somerset,3,Not answered,1,No religion,1800,1.33,134974,39.089999999999996,2,Christian,2981,2.21,134974,59.22,6,Muslim,41,0.03,134974,0.38,8,Other religion,70,0.05,134974,0.67,3,Buddhist,23,0.02,134974,0.35000000000000003,5,Jewish,3,0.0,134974,0.67,4,Hindu,7,0.01,134974,0.67,7,Sikh,1,0.0,134974,0.67
193,E07000192,Cannock Chase,3,Not answered,1,No religion,822,1.05,78500,39.3,2,Christian,1340,1.71,78500,59.01,6,Muslim,15,0.02,78500,0.32,8,Other religion,23,0.03,78500,0.53,3,Buddhist,13,0.02,78500,0.24,5,Jewish,0,0.0,78500,0.53,4,Hindu,4,0.01,78500,0.53,7,Sikh,19,0.02,78500,0.53
194,E07000193,East Staffordshire,3,Not answered,1,No religion,1062,1.12,94975,34.10999999999999,2,Christian,1987,2.09,94975,56.959999999999994,6,Muslim,746,0.79,94975,7.45,8,Other religion,40,0.04,94975,0.52,3,Buddhist,10,0.01,94975,0.3,5,Jewish,3,0.0,94975,0.52,4,Hindu,6,0.01,94975,0.52,7,Sikh,12,0.01,94975,0.52
195,E07000194,Lichfield,3,Not answered,1,No religion,856,1.02,84289,37.09,2,Christian,1313,1.56,84289,60.13,6,Muslim,34,0.04,84289,0.64,8,Other religion,22,0.03,84289,0.48,3,Buddhist,17,0.02,84289,0.26,5,Jewish,1,0.0,84289,0.48,4,Hindu,24,0.03,84289,0.48,7,Sikh,32,0.04,84289,0.48
196,E07000195,Newcastle-under-Lyme,3,Not answered,1,No religion,1098,1.13,97292,38.54,2,Christian,1953,2.01,97292,57.98,6,Muslim,79,0.08,97292,1.7000000000000002,8,Other religion,40,0.04,97292,0.48999999999999994,3,Buddhist,8,0.01,97292,0.42000000000000004,5,Jewish,2,0.0,97292,0.48999999999999994,4,Hindu,22,0.02,97292,0.48999999999999994,7,Sikh,9,0.01,97292,0.48999999999999994
197,E07000196,South Staffordshire,3,Not answered,1,No religion,782,0.88,88928,31.43,2,Christian,1602,1.8,88928,64.98,6,Muslim,51,0.06,88928,0.8400000000000001,8,Other religion,19,0.02,88928,0.47000000000000003,3,Buddhist,14,0.02,88928,0.30000000000000004,5,Jewish,4,0.0,88928,0.47000000000000003,4,Hindu,12,0.01,88928,0.47000000000000003,7,Sikh,56,0.06,88928,0.47000000000000003
198,E07000197,Stafford,3,Not answered,1,No religion,1211,1.12,107721,36.309999999999995,2,Christian,1889,1.75,107721,60.25,6,Muslim,63,0.06,107721,0.98,8,Other religion,40,0.04,107721,0.6000000000000001,3,Buddhist,37,0.03,107721,0.45999999999999996,5,Jewish,4,0.0,107721,0.6000000000000001,4,Hindu,36,0.03,107721,0.6000000000000001,7,Sikh,38,0.04,107721,0.6000000000000001
199,E07000198,Staffordshire Moorlands,3,Not answered,1,No religion,739,0.97,76451,33.51,2,Christian,1610,2.11,76451,65.32000000000001,6,Muslim,12,0.02,76451,0.26,8,Other religion,16,0.02,76451,0.5,3,Buddhist,11,0.01,76451,0.21000000000000002,5,Jewish,3,0.0,76451,0.5,4,Hindu,6,0.01,76451,0.5,7,Sikh,0,0.0,76451,0.5
200,E07000199,Tamworth,3,Not answered,1,No religion,707,1.16,60693,42.38999999999999,2,Christian,1019,1.68,60693,55.779999999999994,6,Muslim,24,0.04,60693,0.45,8,Other religion,19,0.03,60693,0.47,3,Buddhist,3,0.0,60693,0.27,5,Jewish,1,0.0,60693,0.47,4,Hindu,16,0.03,60693,0.47,7,Sikh,8,0.01,60693,0.47
201,E07000200,Babergh,3,Not answered,1,No religion,897,1.23,72856,42.55,2,Christian,1319,1.81,72856,55.87,6,Muslim,23,0.03,72856,0.4,8,Other religion,18,0.02,72856,0.51,3,Buddhist,12,0.02,72856,0.31,5,Jewish,7,0.01,72856,0.51,4,Hindu,8,0.01,72856,0.51,7,Sikh,1,0.0,72856,0.51
