,LA_code,LA_name,GI_code,GI_categories,Religion_code_atheist,Religion_categories_atheist,Observation_atheist,Percentages_atheist,Total_counts_atheist,Total_atheist,Religion_code_christian,Religion_categories_christian,Observation_christian,Percentages_christian,Total_counts_christian,Total_christian,Religion_code,Religion_categories,Observation,Percentages,Total_counts_muslim,Total_muslim,Religion_code_other,Religion_categories_other,Observation_other,Percentages_other,Total_counts_other,Total_other,Religion_code_buddhist,Religion_categories_buddhist,Observation_buddhist,Percentages_buddhist,Total_counts_buddhist,Total_buddhist,Religion_code_jewish,Religion_categories_jewish,Observation_jewish,Percentages_jewish,Total_counts_jewish,Total_jewish,Religion_code_hindu,Religion_categories_hindu,Observation_hindu,Percentages_hindu,Total_counts_hindu,Total_hindu,Religion_code_sikh,Religion_categories_sikh,Observation_sikh,Percentages_sikh,Total_counts_sikh,Total_sikh
135,E07000114,Thanet,3,Not answered,1,No religion,1601,1.39,115416,41.37,2,Christian,1857,1.61,115416,49.79,6,Muslim,114,0.1,115416,1.2500000000000002,8,Other religion,68,0.06,115416,0.69,3,Buddhist,29,0.03,115416,0.69,5,Jewish,13,0.01,115416,0.69,4,Hindu,43,0.04,115416,0.69,7,Sikh,7,0.01,115416,0.69
136,E07000115,Tonbridge and Malling,3,Not answered,1,No religion,1117,1.06,105527,40.260000000000005,2,Christian,1441,1.37,105527,51.5,6,Muslim,54,0.05,105527,0.9,8,Other religion,28,0.03,105527,0.44999999999999996,3,Buddhist,16,0.02,105527,0.44999999999999996,5,Jewish,5,0.0,105527,0.44999999999999996,4,Hindu,74,0.07,105527,0.44999999999999996,7,Sikh,5,0.0,105527,0.44999999999999996
137,E07000116,Tunbridge Wells,3,Not answered,1,No religion,1038,1.12,92406,38.8,2,Christian,1515,1.64,92406,51.699999999999996,6,Muslim,95,0.1,92406,1.4100000000000001,8,Other religion,37,0.04,92406,0.54,3,Buddhist,13,0.01,92406,0.54,5,Jewish,9,0.01,92406,0.54,4,Hindu,34,0.04,92406,0.54,7,Sikh,4,0.0,92406,0.54
138,E07000117,Burnley,3,Not answered,1,No religion,863,1.15,75197,30.45,2,Christian,1333,1.77,75197,51.31,6,Muslim,890,1.18,75197,11.83,8,Other religion,34,0.05,75197,0.43,3,Buddhist,13,0.02,75197,0.43,5,Jewish,2,0.0,75197,0.43,4,Hindu,7,0.01,75197,0.43,7,Sikh,0,0.0,75197,0.43
139,E07000118,Chorley,3,Not answered,1,No religion,775,0.8,96372,29.66,2,Christian,1527,1.58,96372,62.9,6,Muslim,85,0.09,96372,1.2100000000000002,8,Other religion,40,0.04,96372,0.53,3,Buddhist,16,0.02,96372,0.53,5,Jewish,4,0.0,96372,0.53,4,Hindu,10,0.01,96372,0.53,7,Sikh,2,0.0,96372,0.53
140,E07000119,Fylde,3,Not answered,1,No religion,633,0.91,69247,29.61,2,Christian,1114,1.61,69247,63.32,6,Muslim,21,0.03,69247,0.62,8,Other religion,16,0.02,69247,0.42000000000000004,3,Buddhist,19,0.03,69247,0.42000000000000004,5,Jewish,7,0.01,69247,0.42000000000000004,4,Hindu,2,0.0,69247,0.42000000000000004,7,Sikh,0,0.0,69247,0.42000000000000004
141,E07000120,Hyndburn,3,Not answered,1,No religion,671,1.02,65634,27.87,2,Christian,1104,1.68,65634,54.019999999999996,6,Muslim,736,1.12,65634,12.170000000000002,8,Other religion,21,0.03,65634,0.49,3,Buddhist,9,0.01,65634,0.49,5,Jewish,1,0.0,65634,0.49,4,Hindu,7,0.01,65634,0.49,7,Sikh,0,0.0,65634,0.49
142,E07000121,Lancaster,3,Not answered,1,No religion,1360,1.14,119638,36.96,2,Christian,1874,1.57,119638,53.129999999999995,6,Muslim,150,0.13,119638,1.6400000000000001,8,Other religion,52,0.04,119638,0.64,3,Buddhist,26,0.02,119638,0.64,5,Jewish,3,0.0,119638,0.64,4,Hindu,15,0.01,119638,0.64,7,Sikh,12,0.01,119638,0.64
143,E07000122,Pendle,3,Not answered,1,No religion,764,1.02,75222,28.73,2,Christian,1171,1.56,75222,42.9,6,Muslim,1743,2.32,75222,22.23,8,Other religion,31,0.04,75222,0.45,3,Buddhist,13,0.02,75222,0.45,5,Jewish,3,0.0,75222,0.45,4,Hindu,2,0.0,75222,0.45,7,Sikh,5,0.01,75222,0.45
144,E07000123,Preston,3,Not answered,1,No religion,1045,0.88,118671,25.799999999999997,2,Christian,2039,1.72,118671,49.78,6,Muslim,1400,1.18,118671,14.16,8,Other religion,49,0.04,118671,0.48,3,Buddhist,28,0.02,118671,0.48,5,Jewish,6,0.01,118671,0.48,4,Hindu,182,0.15,118671,0.48,7,Sikh,41,0.03,118671,0.48
145,E07000124,Ribble Valley,3,Not answered,1,No religion,360,0.7,51462,25.5,2,Christian,851,1.65,51462,67.45,6,Muslim,36,0.07,51462,1.1,8,Other religion,3,0.01,51462,0.29000000000000004,3,Buddhist,5,0.01,51462,0.29000000000000004,5,Jewish,0,0.0,51462,0.29000000000000004,4,Hindu,5,0.01,51462,0.29000000000000004,7,Sikh,1,0.0,51462,0.29000000000000004
146,E07000125,Rossendale,3,Not answered,1,No religion,645,1.13,57296,37.7,2,Christian,873,1.52,57296,51.95,6,Muslim,203,0.35,57296,4.17,8,Other religion,21,0.04,57296,0.54,3,Buddhist,8,0.01,57296,0.54,5,Jewish,2,0.0,57296,0.54,4,Hindu,3,0.01,57296,0.54,7,Sikh,1,0.0,57296,0.54
147,E07000126,South Ribble,3,Not answered,1,No religion,803,0.88,91504,29.29,2,Christian,1365,1.49,91504,63.56,6,Muslim,38,0.04,91504,0.79,8,Other religion,26,0.03,91504,0.39,3,Buddhist,12,0.01,91504,0.39,5,Jewish,1,0.0,91504,0.39,4,Hindu,22,0.02,91504,0.39,7,Sikh,1,0.0,91504,0.39
148,E07000127,West Lancashire,3,Not answered,1,No religion,901,0.92,98336,29.71,2,Christian,1674,1.7,98336,63.33,6,Muslim,24,0.02,98336,0.4,8,Other religion,23,0.02,98336,0.34,3,Buddhist,11,0.01,98336,0.34,5,Jewish,1,0.0,98336,0.34,4,Hindu,9,0.01,98336,0.34,7,Sikh,11,0.01,98336,0.34
149,E07000128,Wyre,3,Not answered,1,No religion,882,0.93,94350,31.13,2,Christian,1634,1.73,94350,62.519999999999996,6,Muslim,25,0.03,94350,0.35,8,Other religion,29,0.03,94350,0.48,3,Buddhist,15,0.02,94350,0.48,5,Jewish,4,0.0,94350,0.48,4,Hindu,4,0.0,94350,0.48,7,Sikh,0,0.0,94350,0.48
150,E07000129,Blaby,3,Not answered,1,No religion,814,0.97,83666,39.61,2,Christian,1203,1.44,83666,46.86,6,Muslim,61,0.07,83666,1.1800000000000002,8,Other religion,17,0.02,83666,0.41000000000000003,3,Buddhist,13,0.02,83666,0.41000000000000003,5,Jewish,2,0.0,83666,0.41000000000000003,4,Hindu,136,0.16,83666,0.41000000000000003,7,Sikh,105,0.13,83666,0.41000000000000003
151,E07000130,Charnwood,3,Not answered,1,No religion,1657,1.08,153101,38.76,2,Christian,1953,1.28,153101,43.89,6,Muslim,244,0.16,153101,2.6300000000000003,8,Other religion,68,0.04,153101,0.5700000000000001,3,Buddhist,19,0.01,153101,0.5700000000000001,5,Jewish,8,0.01,153101,0.5700000000000001,4,Hindu,558,0.36,153101,0.5700000000000001,7,Sikh,40,0.03,153101,0.5700000000000001
152,E07000131,Harborough,3,Not answered,1,No religion,771,0.96,80430,36.440000000000005,2,Christian,1207,1.5,80430,52.730000000000004,6,Muslim,54,0.07,80430,1.0,8,Other religion,14,0.02,80430,0.42000000000000004,3,Buddhist,15,0.02,80430,0.42000000000000004,5,Jewish,3,0.0,80430,0.42000000000000004,4,Hindu,79,0.1,80430,0.42000000000000004,7,Sikh,52,0.06,80430,0.42000000000000004
153,E07000132,Hinckley and Bosworth,3,Not answered,1,No religion,998,1.06,93920,38.63,2,Christian,1401,1.49,93920,53.160000000000004,6,Muslim,38,0.04,93920,0.6000000000000001,8,Other religion,24,0.03,93920,0.55,3,Buddhist,10,0.01,93920,0.55,5,Jewish,0,0.0,93920,0.55,4,Hindu,46,0.05,93920,0.55,7,Sikh,27,0.03,93920,0.55
154,E07000133,Melton,3,Not answered,1,No religion,469,1.09,42944,36.61000000000001,2,Christian,734,1.71,42944,56.52,6,Muslim,7,0.02,42944,0.23,8,Other religion,15,0.03,42944,0.39,3,Buddhist,8,0.02,42944,0.39,5,Jewish,1,0.0,42944,0.39,4,Hindu,7,0.02,42944,0.39,7,Sikh,4,0.01,42944,0.39
155,E07000134,North West Leicestershire,3,Not answered,1,No religion,1028,1.19,86163,41.14,2,Christian,1438,1.67,86163,52.01,6,Muslim,28,0.03,86163,0.33999999999999997,8,Other religion,33,0.04,86163,0.52,3,Buddhist,7,0.01,86163,0.52,5,Jewish,1,0.0,86163,0.52,4,Hindu,20,0.02,86163,0.52,7,Sikh,7,0.01,86163,0.52
156,E07000135,Oadby and Wigston,3,Not answered,1,No religion,424,0.9,47210,28.669999999999998,2,Christian,636,1.35,47210,37.99,6,Muslim,231,0.49,47210,9.360000000000001,8,Other religion,26,0.06,47210,0.6200000000000001,3,Buddhist,7,0.01,47210,0.6200000000000001,5,Jewish,4,0.01,47210,0.6200000000000001,4,Hindu,232,0.49,47210,0.6200000000000001,7,Sikh,164,0.35,47210,0.6200000000000001
157,E07000136,Boston,3,Not answered,1,No religion,925,1.61,57586,28.86,2,Christian,2491,4.33,57586,62.53999999999999,6,Muslim,45,0.08,57586,1.2000000000000002,8,Other religion,19,0.03,57586,0.44000000000000006,3,Buddhist,10,0.02,57586,0.44000000000000006,5,Jewish,3,0.01,57586,0.44000000000000006,4,Hindu,10,0.02,57586,0.44000000000000006,7,Sikh,1,0.0,57586,0.44000000000000006
158,E07000137,East Lindsey,3,Not answered,1,No religion,1624,1.34,121419,35.400000000000006,2,Christian,2889,2.38,121419,57.29,6,Muslim,27,0.02,121419,0.30000000000000004,8,Other religion,36,0.03,121419,0.54,3,Buddhist,19,0.02,121419,0.54,5,Jewish,5,0.0,121419,0.54,4,Hindu,14,0.01,121419,0.54,7,Sikh,1,0.0,121419,0.54
159,E07000138,Lincoln,3,Not answered,1,No religion,1304,1.5,87067,45.43,2,Christian,1538,1.77,87067,44.0,6,Muslim,115,0.13,87067,1.5,8,Other religion,59,0.07,87067,0.8600000000000001,3,Buddhist,20,0.02,87067,0.8600000000000001,5,Jewish,10,0.01,87067,0.8600000000000001,4,Hindu,21,0.02,87067,0.8600000000000001,7,Sikh,4,0.0,87067,0.8600000000000001
160,E07000139,North Kesteven,3,Not answered,1,No religion,1073,1.09,98019,36.5,2,Christian,1578,1.61,98019,56.62,6,Muslim,25,0.03,98019,0.39,8,Other religion,17,0.02,98019,0.51,3,Buddhist,3,0.0,98019,0.51,5,Jewish,2,0.0,98019,0.51,4,Hindu,16,0.02,98019,0.51,7,Sikh,1,0.0,98019,0.51
161,E07000140,South Holland,3,Not answered,1,No religion,977,1.24,78998,30.57,2,Christian,2580,3.27,78998,61.550000000000004,6,Muslim,24,0.03,78998,0.41000000000000003,8,Other religion,26,0.03,78998,0.48,3,Buddhist,11,0.01,78998,0.48,5,Jewish,2,0.0,78998,0.48,4,Hindu,9,0.01,78998,0.48,7,Sikh,3,0.0,78998,0.48
162,E07000141,South Kesteven,3,Not answered,1,No religion,1140,0.97,118009,34.849999999999994,2,Christian,2209,1.87,118009,57.78,6,Muslim,35,0.03,118009,0.43000000000000005,8,Other religion,46,0.04,118009,0.44,3,Buddhist,22,0.02,118009,0.44,5,Jewish,2,0.0,118009,0.44,4,Hindu,21,0.02,118009,0.44,7,Sikh,2,0.0,118009,0.44
163,E07000142,West Lindsey,3,Not answered,1,No religion,835,1.06,79117,35.03,2,Christian,1291,1.63,79117,57.77,6,Muslim,18,0.02,79117,0.34,8,Other religion,15,0.02,79117,0.5800000000000001,3,Buddhist,13,0.02,79117,0.5800000000000001,5,Jewish,1,0.0,79117,0.5800000000000001,4,Hindu,15,0.02,79117,0.5800000000000001,7,Sikh,0,0.0,79117,0.5800000000000001
164,E07000143,Breckland,3,Not answered,1,No religion,1507,1.28,117851,38.96,2,Christian,2494,2.12,117851,53.28999999999999,6,Muslim,47,0.04,117851,0.43,8,Other religion,91,0.08,117851,0.63,3,Buddhist,19,0.02,117851,0.63,5,Jewish,6,0.01,117851,0.63,4,Hindu,9,0.01,117851,0.63,7,Sikh,7,0.01,117851,0.63
165,E07000144,Broadland,3,Not answered,1,No religion,1137,1.03,110507,41.19,2,Christian,1673,1.51,110507,51.120000000000005,6,Muslim,35,0.03,110507,0.42000000000000004,8,Other religion,47,0.04,110507,0.49,3,Buddhist,18,0.02,110507,0.49,5,Jewish,6,0.01,110507,0.49,4,Hindu,14,0.01,110507,0.49,7,Sikh,0,0.0,110507,0.49
166,E07000145,Great Yarmouth,3,Not answered,1,No religion,1213,1.47,82719,41.36,2,Christian,1828,2.21,82719,50.63,6,Muslim,41,0.05,82719,0.6300000000000001,8,Other religion,25,0.03,82719,0.6100000000000001,3,Buddhist,11,0.01,82719,0.6100000000000001,5,Jewish,6,0.01,82719,0.6100000000000001,4,Hindu,14,0.02,82719,0.6100000000000001,7,Sikh,1,0.0,82719,0.6100000000000001
167,E07000146,King's Lynn and West Norfolk,3,Not answered,1,No religion,1707,1.32,128894,36.42,2,Christian,2965,2.3,128894,55.589999999999996,6,Muslim,48,0.04,128894,0.47,8,Other religion,64,0.05,128894,0.5800000000000001,3,Buddhist,24,0.02,128894,0.5800000000000001,5,Jewish,9,0.01,128894,0.5800000000000001,4,Hindu,18,0.01,128894,0.5800000000000001,7,Sikh,1,0.0,128894,0.5800000000000001
168,E07000147,North Norfolk,3,Not answered,1,No religion,1143,1.28,89146,36.44,2,Christian,1968,2.21,89146,55.660000000000004,6,Muslim,10,0.01,89146,0.16,8,Other religion,60,0.07,89146,0.69,3,Buddhist,36,0.04,89146,0.69,5,Jewish,7,0.01,89146,0.69,4,Hindu,0,0.0,89146,0.69,7,Sikh,0,0.0,89146,0.69
169,E07000148,Norwich,3,Not answered,1,No religion,2075,1.72,120765,52.17999999999999,2,Christian,1759,1.46,120765,35.38,6,Muslim,278,0.23,120765,2.46,8,Other religion,87,0.07,120765,1.01,3,Buddhist,47,0.04,120765,1.01,5,Jewish,20,0.02,120765,1.01,4,Hindu,71,0.06,120765,1.01,7,Sikh,0,0.0,120765,1.01
170,E07000149,South Norfolk,3,Not answered,1,No religion,1251,1.07,117218,41.57,2,Christian,1779,1.52,117218,50.53,6,Muslim,33,0.03,117218,0.49,8,Other religion,41,0.03,117218,0.52,3,Buddhist,22,0.02,117218,0.52,5,Jewish,6,0.01,117218,0.52,4,Hindu,25,0.02,117218,0.52,7,Sikh,1,0.0,117218,0.52
171,E07000163,Craven,3,Not answered,1,No religion,511,1.06,48284,36.41,2,Christian,766,1.59,48284,56.22,6,Muslim,37,0.08,48284,0.88,8,Other religion,15,0.03,48284,0.48,3,Buddhist,5,0.01,48284,0.48,5,Jewish,1,0.0,48284,0.48,4,Hindu,5,0.01,48284,0.48,7,Sikh,1,0.0,48284,0.48
172,E07000164,Hambleton,3,Not answered,1,No religion,684,0.89,76981,31.95,2,Christian,1391,1.81,76981,61.72,6,Muslim,18,0.02,76981,0.19,8,Other religion,21,0.03,76981,0.4,3,Buddhist,9,0.01,76981,0.4,5,Jewish,2,0.0,76981,0.4,4,Hindu,6,0.01,76981,0.4,7,Sikh,0,0.0,76981,0.4
173,E07000165,Harrogate,3,Not answered,1,No religion,1353,1.0,135307,34.779999999999994,2,Christian,2107,1.56,135307,57.16,6,Muslim,46,0.03,135307,0.48,8,Other religion,44,0.03,135307,0.44999999999999996,3,Buddhist,25,0.02,135307,0.44999999999999996,5,Jewish,8,0.01,135307,0.44999999999999996,4,Hindu,10,0.01,135307,0.44999999999999996,7,Sikh,4,0.0,135307,0.44999999999999996
174,E07000166,Richmondshire,3,Not answered,1,No religion,429,1.03,41742,33.589999999999996,2,Christian,687,1.65,41742,57.730000000000004,6,Muslim,0,0.0,41742,0.21,8,Other religion,13,0.03,41742,0.8,3,Buddhist,33,0.08,41742,0.8,5,Jewish,1,0.0,41742,0.8,4,Hindu,33,0.08,41742,0.8,7,Sikh,3,0.01,41742,0.8
175,E07000167,Ryedale,3,Not answered,1,No religion,409,0.88,46319,32.05,2,Christian,901,1.95,46319,61.03000000000001,6,Muslim,19,0.04,46319,0.26999999999999996,8,Other religion,10,0.02,46319,0.46,3,Buddhist,1,0.0,46319,0.46,5,Jewish,4,0.01,46319,0.46,4,Hindu,1,0.0,46319,0.46,7,Sikh,0,0.0,46319,0.46
176,E07000168,Scarborough,3,Not answered,1,No religion,1198,1.3,92109,36.519999999999996,2,Christian,1755,1.91,92109,55.839999999999996,6,Muslim,32,0.03,92109,0.55,8,Other religion,46,0.05,92109,0.56,3,Buddhist,13,0.01,92109,0.56,5,Jewish,4,0.0,92109,0.56,4,Hindu,4,0.0,92109,0.56,7,Sikh,0,0.0,92109,0.56
177,E07000169,Selby,3,Not answered,1,No religion,722,0.96,75428,36.21,2,Christian,1078,1.43,75428,57.47,6,Muslim,7,0.01,75428,0.21000000000000002,8,Other religion,23,0.03,75428,0.45999999999999996,3,Buddhist,5,0.01,75428,0.45999999999999996,5,Jewish,2,0.0,75428,0.45999999999999996,4,Hindu,2,0.0,75428,0.45999999999999996,7,Sikh,4,0.01,75428,0.45999999999999996
178,E07000170,Ashfield,3,Not answered,1,No religion,1616,1.57,102846,46.61,2,Christian,1814,1.76,102846,45.73,6,Muslim,47,0.05,102846,0.51,8,Other religion,34,0.03,102846,0.53,3,Buddhist,26,0.03,102846,0.53,5,Jewish,3,0.0,102846,0.53,4,Hindu,22,0.02,102846,0.53,7,Sikh,15,0.01,102846,0.53
179,E07000171,Bassetlaw,3,Not answered,1,No religion,1091,1.12,97363,34.489999999999995,2,Christian,2079,2.14,97363,58.480000000000004,6,Muslim,47,0.05,97363,0.56,8,Other religion,32,0.03,97363,0.44999999999999996,3,Buddhist,12,0.01,97363,0.44999999999999996,5,Jewish,2,0.0,97363,0.44999999999999996,4,Hindu,11,0.01,97363,0.44999999999999996,7,Sikh,8,0.01,97363,0.44999999999999996
180,E07000172,Broxtowe,3,Not answered,1,No religion,1195,1.29,92542,44.31,2,Christian,1198,1.29,92542,44.98,6,Muslim,85,0.09,92542,1.9700000000000002,8,Other religion,32,0.03,92542,0.54,3,Buddhist,12,0.01,92542,0.54,5,Jewish,4,0.0,92542,0.54,4,Hindu,45,0.05,92542,0.54,7,Sikh,41,0.04,92542,0.54
181,E07000173,Gedling,3,Not answered,1,No religion,1168,1.21,96456,45.089999999999996,2,Christian,1352,1.4,96456,45.39,6,Muslim,120,0.12,96456,1.83,8,Other religion,47,0.05,96456,0.51,3,Buddhist,12,0.01,96456,0.51,5,Jewish,3,0.0,96456,0.51,4,Hindu,20,0.02,96456,0.51,7,Sikh,40,0.04,96456,0.51
182,E07000174,Mansfield,3,Not answered,1,No religion,1248,1.38,90171,42.220000000000006,2,Christian,1751,1.94,90171,50.199999999999996,6,Muslim,46,0.05,90171,0.91,8,Other religion,32,0.04,90171,0.51,3,Buddhist,9,0.01,90171,0.51,5,Jewish,2,0.0,90171,0.51,4,Hindu,23,0.03,90171,0.51,7,Sikh,17,0.02,90171,0.51
183,E07000175,Newark and Sherwood,3,Not answered,1,No religion,1200,1.18,101969,38.25,2,Christian,1878,1.84,101969,54.42,6,Muslim,53,0.05,101969,0.5800000000000001,8,Other religion,26,0.03,101969,0.49,3,Buddhist,13,0.01,101969,0.49,5,Jewish,2,0.0,101969,0.49,4,Hindu,7,0.01,101969,0.49,7,Sikh,10,0.01,101969,0.49
184,E07000176,Rushcliffe,3,Not answered,1,No religion,996,1.02,97724,42.230000000000004,2,Christian,1172,1.2,97724,46.86000000000001,6,Muslim,101,0.1,97724,1.9500000000000002,8,Other religion,22,0.02,97724,0.53,3,Buddhist,20,0.02,97724,0.53,5,Jewish,6,0.01,97724,0.53,4,Hindu,62,0.06,97724,0.53,7,Sikh,34,0.03,97724,0.53
185,E07000177,Cherwell,3,Not answered,1,No religion,1451,1.11,130587,36.300000000000004,2,Christian,2261,1.73,130587,52.699999999999996,6,Muslim,249,0.19,130587,2.75,8,Other religion,58,0.04,130587,0.5800000000000001,3,Buddhist,50,0.04,130587,0.5800000000000001,5,Jewish,4,0.0,130587,0.5800000000000001,4,Hindu,40,0.03,130587,0.5800000000000001,7,Sikh,18,0.01,130587,0.5800000000000001
186,E07000178,Oxford,3,Not answered,1,No religion,2067,1.51,136723,39.379999999999995,2,Christian,1979,1.45,136723,38.83,6,Muslim,891,0.65,136723,7.23,8,Other religion,112,0.08,136723,0.98,3,Buddhist,31,0.02,136723,0.98,5,Jewish,34,0.02,136723,0.98,4,Hindu,78,0.06,136723,0.98,7,Sikh,9,0.01,136723,0.98
187,E07000179,South Oxfordshire,3,Not answered,1,No religion,1351,1.11,121490,39.28,2,Christian,1847,1.52,121490,52.040000000000006,6,Muslim,81,0.07,121490,0.8900000000000001,8,Other religion,56,0.05,121490,0.52,3,Buddhist,19,0.02,121490,0.52,5,Jewish,8,0.01,121490,0.52,4,Hindu,45,0.04,121490,0.52,7,Sikh,9,0.01,121490,0.52
188,E07000180,Vale of White Horse,3,Not answered,1,No religion,1290,1.15,112425,39.68,2,Christian,1650,1.47,112425,51.06,6,Muslim,98,0.09,112425,1.1900000000000002,8,Other religion,43,0.04,112425,0.55,3,Buddhist,36,0.03,112425,0.55,5,Jewish,17,0.02,112425,0.55,4,Hindu,41,0.04,112425,0.55,7,Sikh,7,0.01,112425,0.55
189,E07000181,West Oxfordshire,3,Not answered,1,No religion,918,0.98,93810,38.449999999999996,2,Christian,1405,1.5,93810,53.95,6,Muslim,48,0.05,93810,0.5700000000000001,8,Other religion,32,0.03,93810,0.5900000000000001,3,Buddhist,14,0.01,93810,0.5900000000000001,5,Jewish,3,0.0,93810,0.5900000000000001,4,Hindu,9,0.01,93810,0.5900000000000001,7,Sikh,2,0.0,93810,0.5900000000000001
190,E07000187,Mendip,3,Not answered,1,No religion,1355,1.41,96050,40.849999999999994,2,Christian,1547,1.61,96050,49.99,6,Muslim,12,0.01,96050,0.25,8,Other religion,97,0.1,96050,1.3900000000000001,3,Buddhist,31,0.03,96050,1.3900000000000001,5,Jewish,3,0.0,96050,1.3900000000000001,4,Hindu,6,0.01,96050,1.3900000000000001,7,Sikh,5,0.01,96050,1.3900000000000001
191,E07000188,Sedgemoor,3,Not answered,1,No religion,1224,1.18,103780,38.89,2,Christian,1951,1.88,103780,53.38,6,Muslim,35,0.03,103780,0.42000000000000004,8,Other religion,31,0.03,103780,0.62,3,Buddhist,12,0.01,103780,0.62,5,Jewish,3,0.0,103780,0.62,4,Hindu,9,0.01,103780,0.62,7,Sikh,1,0.0,103780,0.62
192,E07000189,South Somerset,3,Not answered,1,No religion,1800,1.25,143817,36.69,2,Christian,2981,2.07,143817,55.57,6,Muslim,41,0.03,143817,0.36,8,Other religion,70,0.05,143817,0.63,3,Buddhist,23,0.02,143817,0.63,5,Jewish,3,0.0,143817,0.63,4,Hindu,7,0.0,143817,0.63,7,Sikh,1,0.0,143817,0.63
193,E07000192,Cannock Chase,3,Not answered,1,No religion,822,1.0,82479,37.410000000000004,2,Christian,1340,1.62,82479,56.15,6,Muslim,15,0.02,82479,0.31,8,Other religion,23,0.03,82479,0.51,3,Buddhist,13,0.02,82479,0.51,5,Jewish,0,0.0,82479,0.51,4,Hindu,4,0.0,82479,0.51,7,Sikh,19,0.02,82479,0.51
194,E07000193,East Staffordshire,3,Not answered,1,No religion,1062,1.06,100510,32.23,2,Christian,1987,1.98,100510,53.82,6,Muslim,746,0.74,100510,7.03,8,Other religion,40,0.04,100510,0.49,3,Buddhist,10,0.01,100510,0.49,5,Jewish,3,0.0,100510,0.49,4,Hindu,6,0.01,100510,0.49,7,Sikh,12,0.01,100510,0.49
195,E07000194,Lichfield,3,Not answered,1,No religion,856,0.97,88599,35.279999999999994,2,Christian,1313,1.48,88599,57.199999999999996,6,Muslim,34,0.04,88599,0.61,8,Other religion,22,0.02,88599,0.45,3,Buddhist,17,0.02,88599,0.45,5,Jewish,1,0.0,88599,0.45,4,Hindu,24,0.03,88599,0.45,7,Sikh,32,0.04,88599,0.45
196,E07000195,Newcastle-under-Lyme,3,Not answered,1,No religion,1098,1.06,103178,36.33,2,Christian,1953,1.89,103178,54.669999999999995,6,Muslim,79,0.08,103178,1.61,8,Other religion,40,0.04,103178,0.47000000000000003,3,Buddhist,8,0.01,103178,0.47000000000000003,5,Jewish,2,0.0,103178,0.47000000000000003,4,Hindu,22,0.02,103178,0.47000000000000003,7,Sikh,9,0.01,103178,0.47000000000000003
197,E07000196,South Staffordshire,3,Not answered,1,No religion,782,0.84,93375,29.94,2,Christian,1602,1.72,93375,61.89,6,Muslim,51,0.05,93375,0.8,8,Other religion,19,0.02,93375,0.45,3,Buddhist,14,0.01,93375,0.45,5,Jewish,4,0.0,93375,0.45,4,Hindu,12,0.01,93375,0.45,7,Sikh,56,0.06,93375,0.45
198,E07000197,Stafford,3,Not answered,1,No religion,1211,1.07,113614,34.43,2,Christian,1889,1.66,113614,57.129999999999995,6,Muslim,63,0.06,113614,0.9299999999999999,8,Other religion,40,0.04,113614,0.5700000000000001,3,Buddhist,37,0.03,113614,0.5700000000000001,5,Jewish,4,0.0,113614,0.5700000000000001,4,Hindu,36,0.03,113614,0.5700000000000001,7,Sikh,38,0.03,113614,0.5700000000000001
199,E07000198,Staffordshire Moorlands,3,Not answered,1,No religion,739,0.91,80855,31.67,2,Christian,1610,1.99,80855,61.75,6,Muslim,12,0.01,80855,0.23,8,Other religion,16,0.02,80855,0.47000000000000003,3,Buddhist,11,0.01,80855,0.47000000000000003,5,Jewish,3,0.0,80855,0.47000000000000003,4,Hindu,6,0.01,80855,0.47000000000000003,7,Sikh,0,0.0,80855,0.47000000000000003
200,E07000199,Tamworth,3,Not answered,1,No religion,707,1.11,63797,40.33,2,Christian,1019,1.6,63797,53.07,6,Muslim,24,0.04,63797,0.43,8,Other religion,19,0.03,63797,0.44999999999999996,3,Buddhist,3,0.0,63797,0.44999999999999996,5,Jewish,1,0.0,63797,0.44999999999999996,4,Hindu,16,0.03,63797,0.44999999999999996,7,Sikh,8,0.01,63797,0.44999999999999996
201,E07000200,Babergh,3,Not answered,1,No religion,897,1.16,77381,40.059999999999995,2,Christian,1319,1.7,77381,52.6,6,Muslim,23,0.03,77381,0.37,8,Other religion,18,0.02,77381,0.49000000000000005,3,Buddhist,12,0.02,77381,0.49000000000000005,5,Jewish,7,0.01,77381,0.49000000000000005,4,Hindu,8,0.01,77381,0.49000000000000005,7,Sikh,1,0.0,77381,0.49000000000000005
202,E07000202,Ipswich,3,Not answered,1,No religion,1556,1.39,111829,43.400000000000006,2,Christian,2210,1.98,111829,44.86,6,Muslim,323,0.29,111829,3.22,8,Other religion,54,0.05,111829,0.7000000000000001,3,Buddhist,26,0.02,111829,0.7000000000000001,5,Jewish,4,0.0,111829,0.7000000000000001,4,Hindu,62,0.06,111829,0.7000000000000001,7,Sikh,12,0.01,111829,0.7000000000000001
203,E07000203,Mid Suffolk,3,Not answered,1,No religion,985,1.14,86302,40.96,2,Christian,1267,1.47,86302,52.12,6,Muslim,13,0.02,86302,0.22999999999999998,8,Other religion,27,0.03,86302,0.45999999999999996,3,Buddhist,7,0.01,86302,0.45999999999999996,5,Jewish,2,0.0,86302,0.45999999999999996,4,Hindu,10,0.01,86302,0.45999999999999996,7,Sikh,2,0.0,86302,0.45999999999999996
